Order_ID,Order_Date,Ship_Days,Ship_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Segment,Region,Country,State,City,Category,Product,Quantity,Unit_Price,Discount,Total_Sales,Profit,Profit_Margin,Shipping_Cost,Order_Priority,Delivery_Status,Return_Reason,zscore_sales,zscore_profit,GMV,Efective_Price,Delivery_Statuses,Order_Month,Cohort_Month
ORD-2099,2025-03-23,2,2025-03-25,CUST-2366,Tracy Barron,22,Male,Corporate,South,United States,Alabama,Kathleenborough,Furniture,Binder,9,253,0.0336955675118868,2200.2751927754334,483.8190098107664,0.2198902261859689,6.645376496772971,Medium,Pending,,1.4278286364747568,2.1525713203580876,2277,244.47502141949263,-2,2025-03,2025-03
ORD-2100,2025-05-20,1,2025-05-21,CUST-2797,Jacqueline Smith,27,Male,Home Office,Central,United States,Utah,Sparksfurt,Furniture,Bookshelf,1,466,0.0984784036421666,420.1090639027504,68.54643522745702,0.1631634285408434,19.422175619388412,Medium,Returned,Customer Changed Mind,-0.6588273618360969,-0.5374263658851186,466,420.10906390275034,-1,2025-05,2025-05
ORD-2101,2025-07-21,5,2025-07-26,CUST-6111,Carolyn David,22,Female,Home Office,West,United States,New Hampshire,Samanthatown,Furniture,Bookshelf,8,253,0.4489301734707225,1115.3653288952576,142.56906320509714,0.1278227496512809,8.604200847399639,Medium,Delivered,,0.1561306536995271,-0.05793238969539751,2024,139.4206661119072,-5,2025-07,2025-07
ORD-2102,2025-06-25,2,2025-06-27,CUST-3386,Mary Cantu,58,Female,Home Office,Central,United States,Utah,South Stephen,Technology,Mouse,3,311,0.5971181537222523,375.8887625771386,23.53531342295668,0.0626124422065606,10.656643075437614,Critical,Delivered,,-0.7106610393292385,-0.8289934495790282,933,125.29625419237954,-2,2025-06,2025-06
ORD-2103,2025-03-13,6,2025-03-19,CUST-5373,Maria Brown,39,Male,Home Office,North,United States,Pennsylvania,Michaelberg,Office Supply,Filing Cabinet,2,69,0.4854609129180282,71.00639401731209,14.83323358081298,0.2088999700111019,16.414817817173336,Critical,Pending,,-1.0680347769912713,-0.8853626299044053,138,35.50319700865606,-6,2025-03,2025-03
ORD-2104,2025-07-14,2,2025-07-16,CUST-8805,Geoffrey Perez,33,Female,Home Office,West,United States,Washington,East Victoria,Furniture,Office Chair,6,178,0.5160611351205636,516.8467076912381,68.62804561013564,0.1327822052242494,9.303459977540795,Critical,Returned,Not Specified,-0.5454344703526844,-0.5368977209564253,1068,86.14111794853967,-2,2025-07,2025-07
ORD-2105,2025-08-08,6,2025-08-14,CUST-7422,Jordan Rosario,34,Male,Home Office,South,United States,New Mexico,Blankenshipport,Office Supply,Desk Organizer,2,247,0.0432601999870949,472.6294612063751,26.92157085791245,0.0569612626119324,14.980181057130954,Low,Delivered,,-0.5972645670554331,-0.8070583996321469,494,236.31473060318757,-6,2025-08,2025-08
ORD-2106,2025-04-11,1,2025-04-12,CUST-6446,Megan Gordon,18,Female,Corporate,West,United States,Delaware,Holand,Office Supply,Pen Set,6,258,0.3941140923145057,937.9113850971452,131.708345261036,0.1404272806085983,2.839883851797268,High,Returned,Not Specified,-0.051875402726643136,-0.1282845100341404,1548,156.31856418285753,-1,2025-04,2025-04
ORD-2107,2025-03-28,2,2025-03-30,CUST-6657,Nicholas Kerr,39,Male,Home Office,Central,United States,Alabama,Martinezfurt,Technology,Printer,5,110,0.4461995095285211,304.59026975931334,68.07462464483875,0.2234957298492535,13.636162177503907,Low,Returned,Customer Changed Mind,-0.7942349402679406,-0.540482597992095,550,60.918053951862674,-2,2025-03,2025-03
ORD-2108,2025-05-28,3,2025-05-31,CUST-9167,Anna Jacobs,39,Female,Consumer,West,United States,Mississippi,Port Zacharychester,Technology,CPU,7,294,0.4078712674659358,1218.600931555104,245.39827060044823,0.2013770581048924,4.0157362035053215,High,Delivered,,0.27714025276757615,0.608161031593673,2058,174.08584736501487,-3,2025-05,2025-05
ORD-2109,2025-07-17,1,2025-07-18,CUST-1464,Dawn Valencia,54,Female,Home Office,East,United States,Nevada,Adkinsport,Office Supply,Desk Organizer,1,317,0.3014502318194244,221.44027651324248,43.90722346291162,0.1982802051833868,8.174352975484993,High,Pending,,-0.8917008055893395,-0.6970309887138457,317,221.44027651324248,-1,2025-07,2025-07
ORD-2110,2025-10-24,1,2025-10-25,CUST-5143,Kathleen Gallegos,60,Female,Home Office,North,United States,Florida,South Billy,Furniture,Office Chair,3,432,0.1556512713775243,1094.2759522947283,109.02190591212153,0.0996292623295791,12.485478463456758,Critical,Cancelled,,0.13141033492119006,-0.27523972232792504,1296,364.7586507649095,-1,2025-10,2025-10
ORD-2111,2025-04-14,5,2025-04-19,CUST-8861,Desiree Ramos,40,Female,Home Office,South,United States,Georgia,Lake Vanessaville,Technology,CPU,7,312,0.4055856276585076,1298.2009891938192,267.5015291113582,0.2060555579128592,2.8948903922253857,Medium,Pending,,0.3704449927262557,0.7513385922896665,2184,185.45728417054562,-5,2025-04,2025-04
ORD-2112,2025-10-09,5,2025-10-14,CUST-1134,Michael Escobar,38,Female,Home Office,Central,United States,North Carolina,Tonymouth,Office Supply,Paper,8,478,0.4719036291259748,2019.440522222272,438.4523458718597,0.2171157511434748,5.558960984512352,High,Pending,,1.2158597960995738,1.8587011529128015,3824,252.43006527778402,-5,2025-10,2025-04
ORD-2113,2025-09-28,3,2025-10-01,CUST-8696,Brandon Matthews,18,Male,Consumer,Central,United States,Rhode Island,Lake Brian,Furniture,Binder,2,363,0.2708258026829718,529.3804672521625,49.41588601452384,0.0933466364390534,13.189519326876404,Critical,Cancelled,,-0.5307427827933041,-0.6613477039869399,726,264.69023362608124,-3,2025-09,2025-09
ORD-2114,2025-02-19,5,2025-02-24,CUST-4027,Rebecca Schmidt,48,Male,Home Office,North,United States,Georgia,Kingburgh,Office Supply,Pen Set,3,51,0.231123734679209,117.638068594081,19.607823999102617,0.1666792411116582,5.605595128580738,Low,Returned,Not Specified,-1.0133745619199317,-0.854434420424534,153,39.21268953136034,-5,2025-02,2025-02
ORD-2115,2025-01-24,6,2025-01-30,CUST-3786,Alan Crawford,58,Female,Corporate,West,United States,West Virginia,West Michaelfort,Office Supply,Pen Set,1,238,0.1028554389731545,213.5204055243892,30.543041980609523,0.1430450729315459,11.9984113646483,High,Pending,,-0.9009842348360267,-0.7835997136097753,238,213.52040552438922,-6,2025-01,2025-01
ORD-2116,2025-02-17,5,2025-02-22,CUST-5313,Shaun Eaton,32,Female,Corporate,North,United States,Oklahoma,Mitchellfort,Furniture,Standing Desk,6,186,0.4210200996497353,646.1415687908953,131.62245219392912,0.2037052846487343,3.743301065651427,High,Returned,Damaged Product,-0.39387900983214325,-0.12884089676883784,1116,107.69026146514923,-5,2025-02,2025-02
ORD-2117,2025-11-20,7,2025-11-27,CUST-2138,Michelle Nelson,31,Female,Home Office,North,United States,Montana,Lake Toddshire,Technology,Computer,5,36,0.5965241114865586,72.62565993241945,5.802904856400163,0.079901578337463,19.032394170447944,Medium,Cancelled,,-1.0661367232760492,-0.9438580973670966,180,14.52513198648389,-7,2025-11,2025-09
ORD-2118,2025-01-19,5,2025-01-24,CUST-8790,Kristen Bird,24,Male,Corporate,East,United States,California,Lawsonview,Furniture,Bookshelf,4,438,0.1816296899209294,1433.7847832585317,264.0480912101807,0.1841615940504573,9.597913276067493,Low,Pending,,0.5293721470913582,0.7289683696158635,1752,358.4461958146329,-5,2025-01,2025-01
ORD-2119,2025-03-05,6,2025-03-11,CUST-9322,Lawrence Mejia,51,Female,Home Office,North,United States,Utah,North Tyler,Office Supply,Filing Cabinet,4,169,0.523659795394004,322.0059783136533,28.9330364278756,0.089852482178741,12.817798912778256,Medium,Delivered,,-0.773820782212501,-0.7940287943552078,676,80.50149457841333,-6,2025-03,2025-03
ORD-2120,2025-01-07,5,2025-01-12,CUST-3885,Justin Butler,44,Male,Consumer,North,United States,Oregon,Pughbury,Office Supply,Filing Cabinet,4,379,0.2087044489809437,1199.6040553448893,194.95804193146057,0.1625186586047424,9.131047926041036,Critical,Returned,Damaged Product,0.25487269860491174,0.28142599846681055,1516,299.9010138362223,-5,2025-01,2025-01
ORD-2121,2025-11-02,7,2025-11-09,CUST-9068,Cody Fox,41,Female,Corporate,North,United States,Alaska,Martinchester,Furniture,Office Chair,8,94,0.0464562668404519,717.0648873359802,62.59780610034506,0.0872972686375799,9.664382022360789,Medium,Delivered,,-0.31074487663979267,-0.5759596078270084,752,89.63311091699752,-7,2025-11,2025-11
ORD-2122,2025-10-18,6,2025-10-24,CUST-7065,Douglas Chandler,18,Male,Home Office,North,United States,Idaho,Port Dillonchester,Office Supply,Pen Set,8,179,0.0717958435717652,1329.1883520052322,138.72765596900547,0.1043702013786977,14.64114236637231,High,Pending,,0.40676742658989545,-0.08281574874547001,1432,166.14854400065403,-6,2025-10,2025-10
ORD-2123,2025-05-06,7,2025-05-13,CUST-9498,Louis Dyer,36,Female,Home Office,West,United States,Minnesota,Schneiderland,Technology,CPU,1,22,0.5309292387922964,10.31955674656948,2.278615139816504,0.2208055244789444,17.998164416394225,Critical,Pending,,-1.1391700215932465,-0.9666872745473462,22,10.31955674656948,-7,2025-05,2025-05
ORD-2124,2025-01-28,4,2025-02-01,CUST-8580,Elizabeth Roberts,47,Male,Corporate,North,United States,New Hampshire,Lake Arthur,Furniture,Office Chair,6,149,0.5467957749854918,405.1645771629703,56.26691908181632,0.1388742309996758,7.729956839469787,Medium,Cancelled,,-0.6763448296675889,-0.6169689893128859,894,67.52742952716171,-4,2025-01,2025-01
ORD-2125,2025-03-06,5,2025-03-11,CUST-2268,Terry Anderson,65,Female,Home Office,West,United States,Michigan,Lake Catherinetown,Office Supply,Stapler,8,178,0.0961920886354284,1287.02246578315,99.26398362152538,0.077126846081217,18.54179456666743,Critical,Returned,Damaged Product,0.35734187131033335,-0.33844829903343715,1424,160.87780822289375,-5,2025-03,2025-03
ORD-2126,2025-04-19,5,2025-04-24,CUST-2999,Stephanie Mitchell,57,Female,Home Office,Central,United States,Mississippi,Johnsonton,Furniture,Standing Desk,10,287,0.1209205992873845,2522.9578800452064,557.7436503712057,0.2210673649300923,16.599471301383204,Critical,Returned,Incorrect Item,1.8060673603903343,2.6314305666338105,2870,252.29578800452063,-5,2025-04,2025-04
ORD-2127,2025-05-25,6,2025-05-31,CUST-5670,Tina Miles,40,Female,Home Office,Central,United States,Pennsylvania,East Cherylside,Technology,Computer,3,331,0.1025622514078954,891.1556843519598,215.77304406810288,0.2421272150948697,16.031822788626073,Critical,Pending,,-0.10668099745894573,0.4162586626341919,993,297.0518947839866,-6,2025-05,2025-05
ORD-2128,2025-11-23,7,2025-11-30,CUST-6093,Michelle Stout,32,Female,Corporate,Central,United States,Wyoming,Markmouth,Furniture,Office Chair,1,384,0.0671625093810127,358.2095963976911,85.34807251786164,0.2382629426351453,7.758402333851053,Critical,Returned,Customer Changed Mind,-0.7313840143118261,-0.428590945001289,384,358.20959639769114,-7,2025-11,2025-11
ORD-2129,2025-04-12,7,2025-04-19,CUST-9651,David Dawson,58,Male,Consumer,Central,United States,Illinois,Port Kristen,Furniture,Office Chair,3,257,0.5902999512604703,315.8787375781774,54.998618532204816,0.1741130756500921,10.665489794734578,High,Delivered,,-0.7810029453973898,-0.625184618643427,771,105.29291252605913,-7,2025-04,2025-04
ORD-2130,2025-03-06,3,2025-03-09,CUST-4501,Guy Smith,35,Female,Home Office,East,United States,Massachusetts,North Kimberly,Office Supply,Filing Cabinet,10,439,0.5757606634356207,1862.410687517625,164.26870330873987,0.0882021910686577,11.113141152826486,Critical,Delivered,,1.031794252336131,0.08263066513595164,4390,186.2410687517625,-3,2025-03,2024-12
ORD-2131,2025-06-25,4,2025-06-29,CUST-3433,Laura Orr,49,Female,Consumer,North,United States,Vermont,Annahaven,Office Supply,Filing Cabinet,1,333,0.4460212384175414,184.4749276069587,34.348236836929004,0.1861946080288546,13.318415239008122,Critical,Pending,,-0.9350304509375502,-0.7589509263175376,333,184.47492760695872,-4,2025-06,2025-06
ORD-2132,2025-06-08,5,2025-06-13,CUST-9368,Chad Reyes,57,Female,Consumer,East,United States,Vermont,Wangtown,Furniture,Binder,4,168,0.1920038734521506,542.9733970401547,63.464187645283744,0.1168826833713003,16.02068982532038,Critical,Cancelled,,-0.5148095684619574,-0.5703474761960492,672,135.7433492600387,-5,2025-06,2024-11
ORD-2133,2025-02-06,4,2025-02-10,CUST-2320,Stephen Jones,24,Male,Consumer,North,United States,Louisiana,South George,Furniture,Bookshelf,7,43,0.1644375509866608,251.50429715301507,21.91649984445593,0.0871416516240354,7.530677234289775,Critical,Cancelled,,-0.8564606850276425,-0.8394795857872658,301,35.92918530757358,-4,2025-02,2025-02
ORD-2134,2025-08-07,4,2025-08-11,CUST-1912,Robert Davis,30,Male,Consumer,South,United States,Iowa,North Donaldshire,Furniture,Office Chair,1,45,0.493654315576753,22.785555799046115,4.996877633235133,0.2193002302557096,13.44176706319904,High,Returned,Incorrect Item,-1.124557760818315,-0.949079273765607,45,22.785555799046115,-4,2025-08,2025-08
ORD-2135,2025-01-16,4,2025-01-20,CUST-6891,Luis Branch,39,Male,Home Office,South,United States,West Virginia,Port Sharon,Office Supply,Paper,7,264,0.2363424692439528,1411.239116837175,231.00334701774415,0.1636883106921395,15.418196015332567,Medium,Cancelled,,0.5029448101641966,0.5149155020279984,1848,201.60558811959643,-4,2025-01,2025-01
ORD-2136,2025-02-05,5,2025-02-10,CUST-6057,Daniel Moore,41,Male,Consumer,North,United States,Alaska,Kimberlyshire,Office Supply,Pen Set,9,421,0.2368460199814537,2891.590430290272,676.7371332731274,0.2340363027156627,18.10667679364416,Low,Delivered,,2.238167100782882,3.4022307910535785,3789,321.28782558780796,-5,2025-02,2025-02
ORD-2137,2025-05-11,3,2025-05-14,CUST-5442,Monique Stone,19,Male,Corporate,Central,United States,Mississippi,Coopermouth,Technology,Printer,6,367,0.4090873321083683,1301.189694697373,121.66973235179366,0.0935065293305226,10.801799794389904,Critical,Cancelled,,0.3739482614184448,-0.1933113072553369,2202,216.86494911622881,-3,2025-05,2025-05
ORD-2138,2024-11-25,6,2024-12-01,CUST-7382,Linda Miller,47,Male,Home Office,North,United States,Colorado,Port Jason,Furniture,Office Chair,10,171,0.4625032555573902,919.1194329968628,66.6635489183408,0.0725298002904573,10.3541997523493,Medium,Pending,,-0.07390275114881333,-0.549623077454776,1710,91.91194329968627,-6,2024-11,2024-11
ORD-2139,2025-10-28,5,2025-11-02,CUST-9360,Tony Hoover,38,Female,Home Office,West,United States,Utah,New Ashley,Furniture,Office Chair,7,182,0.5614239279941815,558.7459157354127,90.4726607139236,0.1619209343031078,14.687394865846722,High,Pending,,-0.49632150703323435,-0.395395566269168,1274,79.82084510505896,-5,2025-10,2025-10
ORD-2140,2025-05-12,4,2025-05-16,CUST-7201,Dana Durham,42,Female,Consumer,East,United States,Kentucky,New William,Technology,Mouse,7,363,0.4234740184722467,1464.952519062021,225.21387127315543,0.1537345875328131,3.0233362782512705,Low,Pending,,0.5659060086300588,0.47741320278964483,2541,209.27893129457442,-4,2025-05,2025-05
ORD-2141,2025-07-11,2,2025-07-13,CUST-3779,Jeremy Smith,42,Female,Home Office,Central,United States,Massachusetts,South Paulahaven,Office Supply,Pen Set,5,142,0.5587510971573094,313.2867210183103,74.47062213643072,0.23770756032803,14.203579853072242,Critical,Delivered,,-0.7840412275074943,-0.49905145250683447,710,62.65734420366206,-2,2025-07,2025-07
ORD-2142,2025-02-23,4,2025-02-27,CUST-9119,Thomas Moses,22,Female,Corporate,West,United States,Idaho,Morrisberg,Office Supply,Paper,6,274,0.5247468417960708,781.3161920872597,77.17621397357468,0.0987771849030813,13.123114980437192,High,Delivered,,-0.23543147286019261,-0.4815255280242494,1644,130.21936534787662,-4,2025-02,2025-02
ORD-2143,2025-08-10,4,2025-08-14,CUST-4541,David Williams,34,Female,Home Office,South,United States,Kentucky,Charlesberg,Office Supply,Filing Cabinet,2,409,0.3006043059303381,572.1056777489833,114.6279057345704,0.2003614195642792,13.47235100096468,Critical,Delivered,,-0.48066160479743786,-0.2389259191190352,818,286.0528388744917,-4,2025-08,2025-08
ORD-2144,2024-12-27,3,2024-12-30,CUST-8112,Kevin Francis,42,Male,Consumer,West,United States,Connecticut,Hernandezburgh,Technology,LCD Monitor,10,72,0.3299254711557278,482.453660767876,46.10934365141648,0.0955725853090814,3.792802012561168,Medium,Pending,,-0.5857489424116867,-0.6827663861986147,720,48.2453660767876,-3,2024-12,2024-12
ORD-2145,2025-07-04,3,2025-07-07,CUST-9210,Michael Alvarado,47,Male,Home Office,West,United States,Texas,South Michaelshire,Office Supply,Desk Organizer,4,67,0.2799224205924209,192.9807912812312,13.356109192348118,0.0692095265216538,17.40216864861281,Low,Delivered,,-0.9250601390835802,-0.8949309506422987,268,48.2451978203078,-3,2025-07,2025-07
ORD-2146,2025-08-06,1,2025-08-07,CUST-7881,David Richardson,60,Male,Consumer,North,United States,Alabama,West Brendaside,Office Supply,Pen Set,10,283,0.1237796951005717,2479.703462865382,614.4909270961463,0.2478082304188425,8.034083164570074,High,Cancelled,,1.755365862593116,2.999020560371934,2830,247.9703462865382,-1,2025-08,2025-08
ORD-2147,2025-01-20,2,2025-01-22,CUST-5926,Alyssa Phillips,64,Male,Consumer,West,United States,Nebraska,East Emilyview,Furniture,Standing Desk,2,335,0.1598998928491652,562.8670717910593,42.03576072923121,0.0746815062310754,6.266564259242182,High,Delivered,,-0.4914908146253658,-0.7091537021594473,670,281.43353589552964,-2,2025-01,2025-01
ORD-2148,2025-10-04,5,2025-10-09,CUST-4372,Keith Ramos,64,Female,Corporate,North,United States,California,Port Jo,Technology,Computer,7,102,0.0447474415953274,682.0503267009362,161.15571072462353,0.2362812602174541,7.047985583785443,Medium,Cancelled,,-0.35178786796083417,0.06246573404950137,714,97.4357609572766,-5,2025-10,2025-10
ORD-2149,2025-10-17,5,2025-10-22,CUST-2959,Katherine Lee,49,Male,Home Office,North,United States,Nevada,Lake Jeffreyville,Office Supply,Stapler,2,272,0.1280631334980622,474.3336553770542,82.77651469338578,0.1745111563453907,17.473292518800868,Low,Returned,Customer Changed Mind,-0.595266963050471,-0.44524864170765543,544,237.1668276885271,-5,2025-10,2025-10
ORD-2150,2025-01-25,5,2025-01-30,CUST-9864,Lee Brown,32,Male,Consumer,Central,United States,Hawaii,Natashaberg,Technology,Laptop,7,214,0.2573022975297732,1112.5611583003997,151.5590446355151,0.1362253602912434,4.781961880688039,High,Returned,Not Specified,0.15284369115308627,0.0003017214097226336,1498,158.93730832862855,-5,2025-01,2025-01
ORD-2151,2025-10-18,1,2025-10-19,CUST-4267,Lauren Grant,59,Female,Consumer,West,United States,Minnesota,Leeland,Office Supply,Pen Set,8,385,0.0004691601616867,3078.554986702005,707.6350879623965,0.2298594928526749,3.73228884066714,Medium,Delivered,,2.4573212048749125,3.6023774699118696,3080,384.8193733377506,-1,2025-10,2025-05
ORD-2152,2025-10-10,5,2025-10-15,CUST-8051,Angela Forbes,52,Female,Corporate,South,United States,Wisconsin,Coreyfurt,Furniture,Binder,8,456,0.0499585656506418,3465.7511525064588,544.6683803955469,0.1571573827513953,15.33763865358114,Medium,Delivered,,2.9111806446174664,2.5467333144330846,3648,433.21889406330735,-5,2025-10,2025-10
ORD-2153,2025-03-22,5,2025-03-27,CUST-2813,Cory Cook,29,Female,Home Office,Central,United States,New Mexico,North Nicholasshire,Technology,CPU,2,304,0.2978270349950248,426.9211627230249,65.80107094168838,0.1541293257096705,10.593781952861438,Low,Pending,,-0.6508424290627642,-0.5552099230680668,608,213.46058136151248,-5,2025-03,2025-03
ORD-2154,2025-05-03,2,2025-05-05,CUST-2916,Jacob Fleming,30,Male,Corporate,West,United States,Missouri,Charlesberg,Office Supply,Pen Set,3,482,0.1954578847050144,1163.3678987165492,78.57697679091604,0.0675426723374469,7.692169892032702,High,Returned,Not Specified,0.2123977900231267,-0.4724518521586937,1446,387.7892995721831,-2,2025-05,2025-05
ORD-2155,2025-01-28,4,2025-02-01,CUST-4955,Mrs. Rebecca Allen DVM,36,Female,Home Office,East,United States,Vermont,Beckerchester,Furniture,Office Chair,8,409,0.3381775510480936,2165.4830529706373,372.9621457346077,0.1722304615697515,19.53457005642645,High,Delivered,,1.3870463600117606,1.4344774077796625,3272,270.6853816213297,-4,2025-01,2025-01
ORD-2156,2025-07-17,4,2025-07-21,CUST-3281,Jennifer Thomas,45,Female,Consumer,South,United States,Washington,Brettside,Furniture,Bookshelf,1,444,0.4077924484673248,262.9401528805078,31.694942922712624,0.1205405206298646,13.92400581936592,High,Cancelled,,-0.8430559265825969,-0.7761380822411547,444,262.9401528805078,-4,2025-07,2025-07
ORD-2157,2025-02-23,1,2025-02-24,CUST-7262,Daniel Cooke,23,Male,Corporate,South,United States,Texas,Johnsonport,Office Supply,Desk Organizer,9,445,0.4198150269027928,2323.6408172543147,346.78752926147865,0.1492431733365974,11.061169646539929,Low,Cancelled,,1.5724340281452736,1.2649269436738386,4005,258.18231302825717,-1,2025-02,2025-02
ORD-2158,2025-07-12,5,2025-07-17,CUST-3755,David Carey,23,Male,Corporate,South,United States,New York,West David,Technology,LCD Monitor,9,173,0.3223751612630466,1055.0618739134363,163.86556300275893,0.155313699655309,5.9646320287699535,Critical,Delivered,,0.08544479802808413,0.0800192562525014,1557,117.22909710149295,-5,2025-07,2025-03
ORD-2159,2025-11-16,1,2025-11-17,CUST-3158,Theresa Owens MD,20,Male,Consumer,North,United States,Indiana,North Carrie,Office Supply,Paper,5,158,0.015405835065189,777.8293902985006,147.89165463497304,0.1901337960220531,12.01390518353367,Low,Returned,Not Specified,-0.2395185947020415,-0.023454411838201572,790,155.56587805970014,-1,2025-11,2025-11
ORD-2160,2025-05-25,1,2025-05-26,CUST-4002,Brandon Brown,32,Male,Corporate,South,United States,Maine,Carmenport,Furniture,Bookshelf,10,212,0.0495380137293802,2014.9794108937135,241.15402232770367,0.1196806384342872,18.965216767289707,High,Cancelled,,1.210630618574011,0.5806682022273691,2120,201.4979410893714,-1,2025-05,2025-05
ORD-2161,2025-04-19,3,2025-04-22,CUST-2680,John Parker,46,Male,Consumer,North,United States,Massachusetts,Hickmanfort,Office Supply,Desk Organizer,8,337,0.5361005883601261,1250.6728137811,89.44461205392027,0.0715171954393944,8.348278418574736,High,Returned,Late Delivery,0.31473392694133107,-0.40205492372740925,2696,156.3341017226375,-3,2025-04,2025-04
ORD-2162,2025-04-12,7,2025-04-19,CUST-3305,Amanda Lindsey,50,Male,Home Office,West,United States,New York,Sandershaven,Technology,CPU,1,277,0.1729915735057281,229.0813341389133,33.529248448392,0.1463639478721566,3.2113868374886976,Medium,Delivered,,-0.8827441927938011,-0.7642560608365585,277,229.08133413891332,-7,2025-04,2025-04
ORD-2163,2025-02-14,6,2025-02-20,CUST-9604,Mariah Clark,29,Male,Consumer,South,United States,Michigan,New Jeffrey,Furniture,Standing Desk,6,124,0.0468823335289544,709.1195438544579,141.55933514468686,0.1996268984143821,2.8829318977069347,High,Delivered,,-0.3200581639591383,-0.0644730723999174,744,118.18659064240966,-6,2025-02,2025-01
ORD-2164,2025-04-03,5,2025-04-08,CUST-2900,Francisco Black,44,Male,Corporate,Central,United States,Montana,Rebeccaville,Office Supply,Filing Cabinet,1,46,0.4591725725213675,24.878061664017093,3.4712369600188464,0.1395300408407437,8.581599399734277,Critical,Delivered,,-1.1221049897854187,-0.9589618668675192,46,24.878061664017093,-5,2025-04,2025-04
ORD-2165,2025-03-19,2,2025-03-21,CUST-3446,Brian Pugh,18,Male,Consumer,South,United States,Georgia,Raymondberg,Furniture,Standing Desk,3,414,0.1821618262458322,1015.7550118026764,138.72306569436486,0.1365713819596822,4.168262443347462,Medium,Cancelled,,0.0393705029002833,-0.0828454830186154,1242,338.5850039342255,-2,2025-03,2025-03
ORD-2166,2025-07-09,5,2025-07-14,CUST-6469,Carlos Sullivan,54,Male,Corporate,South,United States,Hawaii,Hardyland,Technology,Mouse,1,136,0.3585142695344772,87.2420593433111,8.052737565226064,0.0923033869883479,5.851234752378521,Medium,Delivered,,-1.0490038293231918,-0.929284429006626,136,87.2420593433111,-5,2025-07,2025-07
ORD-2167,2025-11-04,5,2025-11-09,CUST-2606,Ian Mccormick,20,Male,Consumer,West,United States,Alaska,Port Stevenshire,Furniture,Standing Desk,10,341,0.5511518946906406,1530.5720391049151,244.1082999081892,0.1594882786771309,3.1226605044308458,Low,Returned,Damaged Product,0.6428231923035252,0.5998050302830152,3410,153.05720391049155,-5,2025-11,2025-11
ORD-2168,2025-08-14,1,2025-08-15,CUST-8220,Caleb King,45,Male,Corporate,North,United States,Massachusetts,Welchfurt,Furniture,Office Chair,4,252,0.0474094940275991,960.21123002018,149.03254445228362,0.1552080831726489,17.7376021909272,High,Delivered,,-0.025736210201100826,-0.016064106875483136,1008,240.05280750504502,-1,2025-08,2025-08
ORD-2169,2025-01-16,2,2025-01-18,CUST-2863,Pamela Cross,65,Female,Home Office,East,United States,Texas,New Raymond,Furniture,Office Chair,6,444,0.0651728277790378,2490.3795867966437,500.13807373312494,0.2008280490190047,11.55689673855907,Critical,Returned,Incorrect Item,1.767880086787453,2.258280791388886,2664,415.0632644661072,-2,2025-01,2025-01
ORD-2170,2025-02-12,5,2025-02-17,CUST-8096,Melissa Dawson,38,Female,Consumer,Central,United States,Minnesota,Jennifermouth,Office Supply,Filing Cabinet,9,412,0.2250231796209116,2873.6140499656594,372.39305499117023,0.1295904907604486,19.071697419618303,Low,Delivered,,2.217095740518307,1.4307910271304098,3708,319.29044999618446,-5,2025-02,2025-02
ORD-2171,2025-02-16,4,2025-02-20,CUST-5340,Angela Walker,64,Female,Home Office,Central,United States,Vermont,South Jordan,Technology,CPU,4,454,0.3451193917541145,1189.263184574528,261.6454635641511,0.220006359364229,7.868679902824864,Medium,Pending,,0.2427514478571535,0.7134049464468553,1816,297.31579614363204,-4,2025-02,2025-02
ORD-2172,2024-12-08,6,2024-12-14,CUST-9620,Christopher Moyer,22,Male,Corporate,South,United States,South Carolina,Danielmouth,Furniture,Standing Desk,1,233,0.2114846689793347,183.724072127815,40.88369271851044,0.2225276864648855,14.280700513308412,High,Pending,,-0.9359105806423053,-0.7166164157430335,233,183.72407212781502,-6,2024-12,2024-12
ORD-2173,2025-06-17,7,2025-06-24,CUST-4873,Natasha Montgomery DVM,50,Female,Home Office,North,United States,Delaware,Angelaside,Furniture,Binder,5,307,0.1816753873737439,1256.128280381303,256.9853858952132,0.2045853038331437,18.33297654299919,Medium,Returned,Late Delivery,0.3211286571410944,0.6832185124890265,1535,251.22565607626063,-7,2025-06,2025-06
ORD-2174,2025-03-11,6,2025-03-17,CUST-9242,Allison Martinez,29,Male,Home Office,West,United States,Kansas,New Danielburgh,Furniture,Binder,9,355,0.0333212182551304,3088.538707674858,320.40414173106484,0.1037397203197995,6.478538656038213,Low,Returned,Damaged Product,2.4690238156119553,1.0940241300621172,3195,343.1709675194287,-6,2025-03,2025-03
ORD-2175,2025-01-05,4,2025-01-09,CUST-8336,Louis Clark,61,Male,Corporate,West,United States,Arkansas,South Benjaminfurt,Technology,Mouse,1,447,0.3753074761533217,279.2375581594652,17.674993939852865,0.0632973374224936,6.1711297478389335,Critical,Pending,,-0.8239526092400884,-0.8669546510044132,447,279.2375581594652,-4,2025-01,2025-01
ORD-2176,2025-10-05,1,2025-10-06,CUST-6189,Erika Morrison,30,Female,Corporate,Central,United States,Pennsylvania,Patriciaburgh,Office Supply,Stapler,10,68,0.5116063452794862,332.1076852099493,75.51354214721707,0.2273766778371282,12.23009546137764,Medium,Returned,Late Delivery,-0.7619798720039225,-0.492295763382006,680,33.21076852099494,-1,2025-10,2025-08
